id,x,y,z
TEST_00001,3.9917521,-1.0524906,0.04645368
TEST_00002,1.9266876,0.6165184,0.80075216
TEST_00003,0.8074549,-0.18919569,0.14972897
TEST_00004,3.51887,-1.6458238,-0.94577724
TEST_00005,2.304268,0.019275308,-0.039328463
TEST_00006,4.99848,-0.7891697,0.49608704
TEST_00007,2.9003623,1.0025303,0.83580923
TEST_00008,1.4416783,-0.45890504,0.4205271
TEST_00009,1.4459993,0.4879562,0.14335531
TEST_00010,2.2503235,-0.41323203,0.17291164
TEST_00011,2.3362775,-0.46383733,0.022068614
TEST_00012,4.0150137,1.5054505,0.89818484
TEST_00013,2.5525877,0.5831216,-0.31291974
TEST_00014,2.1575737,1.4928772,-0.21008559
TEST_00015,3.002978,-0.69302297,0.87242955
TEST_00016,3.2862732,0.51092327,-0.5411651
TEST_00017,4.007204,0.852544,1.1605566
TEST_00018,3.0723672,0.2620157,-0.4865296
TEST_00019,1.413136,0.08778238,0.29211795
TEST_00020,1.8788248,0.06565592,0.03130541
TEST_00021,3.5128791,-0.3686252,-0.14486548
TEST_00022,1.397549,0.2996545,-0.28462738
TEST_00023,2.1378555,0.4049468,0.6775768
TEST_00024,3.764775,-0.58743614,0.81912273
TEST_00025,4.9300194,1.6197851,1.2190102
TEST_00026,1.7924644,-0.59588385,-0.50886774
TEST_00027,3.465433,0.18758623,-0.34114897
TEST_00028,3.4242997,0.48728314,-0.06308055
TEST_00029,2.180533,-1.1462004,1.341923
TEST_00030,3.5381253,-0.19225308,1.2278343
TEST_00031,1.3480701,-0.93142736,-0.098670095
TEST_00032,2.5011806,-0.81069785,-0.021447282
TEST_00033,2.1603966,-0.58679855,0.47140503
TEST_00034,1.9895838,-0.1511809,0.39686957
TEST_00035,2.058166,-0.16891417,-0.21868947
TEST_00036,3.5227578,-1.4048315,-0.5459294
TEST_00037,2.8373575,-1.5787836,0.18389502
TEST_00038,0.9661741,0.39858606,-0.32381323
TEST_00039,5.162457,0.7780633,-1.1304239
TEST_00040,2.3681414,0.31551218,-0.26505455
TEST_00041,3.22465,-0.41122228,0.69540614
TEST_00042,3.3527699,-1.5109949,-0.5092441
TEST_00043,4.0896025,1.6783432,0.89739543
TEST_00044,2.4152784,-0.75756675,-0.23264015
TEST_00045,1.5620247,0.41068083,-0.11959085
TEST_00046,4.452444,-0.18042281,0.6065262
TEST_00047,1.4844669,-0.26139912,-0.22496225
TEST_00048,4.1511827,-0.9402936,0.4925291
TEST_00049,2.2301788,0.31040904,0.2966784
TEST_00050,1.0762545,0.548294,-0.24266902
TEST_00051,3.2222378,-0.36090344,-1.0499821
TEST_00052,4.3961673,0.5770603,1.50879
TEST_00053,2.7869425,0.069969274,0.15708359
TEST_00054,2.5456848,0.22635272,0.99646926
TEST_00055,1.5486646,0.0871239,0.3636126
TEST_00056,3.3787575,-0.76799226,-1.1116294
TEST_00057,1.3363075,0.2113214,-0.18373017
TEST_00058,3.5328019,-0.6181231,-0.2738384
TEST_00059,3.191747,-0.4521005,-0.13667835
TEST_00060,2.021768,-0.93923336,-0.6435596
TEST_00061,1.9352905,0.01256109,0.34182
TEST_00062,2.178833,0.041083425,0.7891769
